pemasukan,pengeluaran,jam
0.46691944185643447,0.4552490535690775,-1.0
0.12579954278604458,136.12956165348254,-1.0
0.18067817148928228,70.69608745757014,-1.0
-0.0077179369213283555,-0.007459277371155996,0.0
-0.007717937401740714,-0.007459277272453374,0.0
0.5701895919182982,0.5834542155292284,0.0
-0.007717935046695933,-0.007459275052050308,0.0
0.05132416183300905,33.426972322027254,0.0
4.547211414523886,0.5428611254443464,-1.0
0.434807496904708,0.4165099322395652,0.0
-0.007717909802875423,-0.007459271750834198,-1.0
-0.007717926756410906,-0.0074592758537037965,0.0
0.09617375082011782,109.76005540927005,0.0
-0.007717927867007331,-0.007459276930939608,0.0
-0.007717936994727285,-0.007459277132446475,0.0
0.1078210375423028,35.594179056513354,0.0
-0.0077179373962218975,-0.007459276985653866,-1.0
-0.007717930412683608,-0.007459260519077939,0.0
0.41128845508111483,0.425935386297165,0.0
-0.007717936451217094,-0.007459276494826587,0.0
2.746010000827517,2.740237093428806,-1.0
-0.0077179370182894735,-0.007459270028970372,-1.0
-0.007717936384219552,-0.007459276370621074,0.0
2.7773943685551887,0.8371965198970955,0.0
49.7377376139862,0.040014341773915975,0.0
54.00973537958974,0.23723846960105244,0.0
-0.007717901893628851,-0.007459271964859062,0.0
-0.007717936993807771,-0.007459267984597996,-1.0
-0.007717937428897839,-0.007459277222717627,-1.0
-0.007717791429814251,-0.00745927743190219,0.0
-0.0077179365366562905,-0.00745927650982716,0.0
-0.007717720042290377,-0.0074592770370690556,-1.0
0.15894565591881366,47.72684903823587,-1.0
-0.007717928132714009,-0.007459276962834481,0.0
0.11485217094593049,110.07962057207806,-1.0
-0.007717880117703598,-0.007459237719859436,-1.0
-0.007717937297238772,-0.00745916749353237,0.0
-0.007717936569819984,-0.007459269414661156,0.0
-0.007717937008432836,-0.007459090488074566,0.0
-0.007717936965572973,-0.007459277283948722,0.0
0.2428806933821436,144.1441103598058,-1.0
-0.00771777303015724,-0.0074592769470975566,-1.0
0.39000891036063196,4.174643371228787,-1.0
23.35829753914661,5.252309015958653,-1.0
-0.007717937426272058,-0.00745901699059293,-1.0
-0.007717936217157171,-0.007459268400345174,-1.0
-0.007717937369229859,-0.007459036802220601,0.0
-0.007717810708940625,-0.007459277378254714,0.0
-0.00771793317601921,-0.007459273184897937,0.0
0.12784021680614585,104.49114994720212,0.0
101.2876959067831,0.213963119921206,-1.0
-0.007717912762436953,-0.007459228261972785,0.0
0.16699107519518303,0.024889370866109775,-1.0
